"perceptual decision making" -- "attention"
"electroplating" -- "protein engineering"
"high entropy alloys" -- "bulk metallic glasses"
"high entropy alloys" -- "nanoporous metals"
"microbiome" -- "virome"
"microbiome" -- "microbiology"
"scene text recognition" -- "computer vision"
"cover crops" -- "sustainable agriculture"
"health professions education" -- "medical education"
"phase retrieval" -- "coherent diffractive imaging"
"phase retrieval" -- "optics"
"hemostasia" -- "hematologia"
"political skill" -- "social influence"
"anxiety disorders" -- "clinical psychology"
"anxiety disorders" -- "social anxiety"
"american foreign policy" -- "international relations"
"pharmacy" -- "prescribing"
"pharmacy" -- "pharmacology"
"cancer cachexia" -- "muscle wasting"
"cultural industries" -- "cultural economy"
"educazione" -- "tecnologie didattiche"
"educazione" -- "formazione"
"soviet union" -- "russia"
"non-viral gene delivery" -- "tissue engineering"
"international history" -- "international relations"
"international history" -- "british empire"
"occupational therapy" -- "rehabilitation"
"hyperthermia" -- "thermal ablation"
"diagnostica per immagini" -- "medicina"
"statistical inference" -- "bayes"
"interruptions" -- "errors"
"medical error" -- "patient safety"
"ekonomik coğrafya" -- "coğrafya"
"printing" -- "inkjet"
"psychophysics" -- "vision"
"psychophysics" -- "sensory substitution"
"pottery" -- "archaeology"
"historical archaeology" -- "archaeology"
"noc" -- "mpsoc"
"españa" -- "historia"
"measurement error" -- "survey methodology"
"extremal graph theory" -- "combinatorial optimization"
"dissemination implementation science" -- "transdiagnostic"
"white dwarfs" -- "asteroseismology"
"corporate political activity" -- "strategic leadership"
"cryptology" -- "information security"
"elliptic curves" -- "cryptography"
"comparative social policy" -- "social stratification"
"fischer-tropsch synthesis" -- "co oxidation"
"medication safety" -- "patient safety"
"medication safety" -- "pharmacy practice"
"rarefied gas dynamics" -- "fluid mechanics"
"rarefied gas dynamics" -- "fusion technology"
"microphytobenthos" -- "phytoplankton"
"smart systems" -- "artifical intelligence"
"design automation" -- "embedded systems"
"executive coaching" -- "inquiry"
"data assimilation" -- "prediction"
"data assimilation" -- "ensemble forecasting"
"mass spectrometry" -- "glycoproteomics"
"mass spectrometry" -- "analytical chemistry"
"mass spectrometry" -- "mass spectrometry imaging"
"mass spectrometry" -- "ionization"
"mass spectrometry" -- "genome mining"
"mass spectrometry" -- "ion mobility spectrometry"
"mass spectrometry" -- "ion mobility"
"mass spectrometry" -- "lipidomics"
"mass spectrometry" -- "bioanalytical chemistry"
"mass spectrometry" -- "liquid chromatography"
"mass spectrometry" -- "radical chemistry"
"vector beams" -- "plasmonics"
"thermodynamique" -- "modélisation"
"genetic medicine" -- "genetics"
"single molecule biophysics" -- "helicase"
"single molecule biophysics" -- "f noise"
"single molecule biophysics" -- "molecular motors"
"manufacturing" -- "virtual manufacturing"
"manufacturing" -- "metal forming"
"manufacturing" -- "tolerancing"
"manufacturing" -- "machining"
"industrial control" -- "biomedical instrumentation"
"older people" -- "dementia"
"gay" -- "lesbian"
"manure" -- "composting"
"social interaction" -- "conversation analysis"
"drug discovery" -- "mycobacterium tuberculosis"
"drug discovery" -- "cancer pharmacology"
"drug discovery" -- "medicinal chemistry"
"drug discovery" -- "recombinant protein production"
"international criminal justice" -- "international law"
"cellular biophysics" -- "stochastic processes"
"grazing" -- "ecology"
"monitoring" -- "evaluation"
"diatom taxonomy" -- "paleoecology"
"plant demography" -- "global change"
"indo-european" -- "historical linguistics"
"perceptual organization" -- "visual perception"
"electrical machine design" -- "control"
"ingegneria ambientale" -- "modellistica"
"chemical synthesis" -- "immunoassay"
"educational management" -- "educational leadership"
"mimo antenna" -- "computational electromagnetics"
"technology enhanced learning" -- "learning analytics"
"airway management" -- "resuscitation"
"cns repair" -- "axon growth"
"urban infrastructure" -- "planning"
"clinical guidelines" -- "patient involvement"
"paleopathology" -- "bioarchaeology"
"transport modelling" -- "simulation"
"lymphatics" -- "tissue engineering"
"cyclodextrins" -- "drug delivery"
"photocatalysis" -- "transient spectroscopy"
"photocatalysis" -- "selective oxidation"
"photocatalysis" -- "dsscs"
"photocatalysis" -- "water splitting"
"photocatalysis" -- "produced water treatment"
"photocatalysis" -- "solar energy conversion"
"photocatalysis" -- "sensitized solar cells"
"construction project management" -- "sustainability"
"electrical discharges" -- "dielectric barrier discharge"
"organizational science" -- "sustainability"
"experimental criminology" -- "policing"
"hunter-gatherers" -- "human behavioral ecology"
"scheduling" -- "timetabling"
"scheduling" -- "cellular manufacturing"
"s t policy" -- "innovation processes"
"molecular genetics" -- "microbiology"
"maritime safety" -- "engineering"
"clinical trials" -- "thromboembolism"
"clinical trials" -- "gynaecological oncology"
"clinical trials" -- "adaptive designs"
"fluency" -- "speech production"
"conflict studies" -- "non-state actors"
"conflict studies" -- "communication for social change"
"cost accounting" -- "management accounting"
"international legal theory" -- "international law"
"urban design" -- "planning support systems"
"urban design" -- "community design"
"urban design" -- "sustainable urbanism"
"urban design" -- "sense of community"
"urban design" -- "urban security"
"urban design" -- "public space"
"urban design" -- "design activism"
"urban design" -- "urban parks"
"water footprint" -- "life cycle assessment"
"digital learning" -- "education"
"scramjets" -- "hypersonics"
"bio" -- "nano"
"availability" -- "reliability"
"membrane desalination" -- "forward osmosis"
"rct" -- "surveillance"
"search theory" -- "macroeconomics"
"stochastic computing" -- "ldpc codes"
"proactive behavior" -- "competition"
"organizational learning" -- "strategy execution"
"organizational learning" -- "collaborative innovation"
"igneous geochemistry" -- "volcanology"
"second language teaching" -- "learning"
"bibliotecología" -- "acceso abierto"
"srna" -- "functional genetics"
"hybrid systems" -- "control theory"
"veterinary toxicology" -- "environmental pollution"
"nearest neighbor search" -- "information retrieval"
"news media" -- "online advertising"
"vanadium oxide" -- "materials chemistry"
"it alignment" -- "requirements engineering"
"digital rhetoric" -- "composites"
"stochastic dynamical systems" -- "extreme events"
"power system simulation" -- "control"
"perfusion imaging" -- "brain imaging"
"first passage time" -- "stochastic processes"
"developmental science" -- "cognitive science"
"workplace violence" -- "occupational health"
"morphogenesis" -- "developmental biology"
"cross-cultural communication" -- "identity"
"domain-specific modeling" -- "model-driven engineering"
"mind perception" -- "morality"
"bin packing" -- "approximation algorithms"
"speculative design" -- "design fiction"
"computational contact mechanics" -- "finite element method"
"climate services" -- "climate vulnerability"
"autopoiesis" -- "database theory"
"tlr" -- "sle"
"trypanosoma brucei" -- "parasitology"
"risk measures" -- "actuarial science"
"pakistan" -- "political islam"
"pakistan" -- "islam"
"metabolic engineering" -- "systems biotechnology"
"metabolic engineering" -- "industrial biotechnology"
"metabolic engineering" -- "metabolic flux analysis"
"metabolic engineering" -- "synthetic biology"
"sla" -- "applied linguistics"
"sla" -- "language education policy"
"climate variability" -- "atmospheric radiation"
"climate variability" -- "teleconnections"
"heart development" -- "developmental biology"
"genomic imprinting" -- "epigenetics"
"cancer diagnostics" -- "single cell analysis"
"molecular spintronics" -- "molecular electronics"
"corporate power" -- "environment"
"gw" -- "first principles"
"information sharing" -- "collaboration"
"symbolic computation" -- "computer algebra"
"cognitive science" -- "applied logic"
"cognitive science" -- "computational psychology"
"cognitive science" -- "philosophy"
"cognitive science" -- "connectionism"
"cognitive science" -- "environmental social science"
"cognitive science" -- "personal identity"
"cognitive science" -- "bioinformatics computational biology"
"cognitive science" -- "computational psycholinguistics"
"cognitive science" -- "categorisation"
"cognitive science" -- "multimodal integration"
"cognitive science" -- "psycholinguistics"
"tissue imaging" -- "optical coherence tomography"
"gene targeting" -- "aav"
"heavy metals" -- "environmental chemistry"
"rheology of complex fluids" -- "computational fluid dynamics"
"protein kinases" -- "signal transduction"
"ipr" -- "privacy"
"quantum chemistry" -- "density functional theory"
"quantum chemistry" -- "computational chemistry"
"quantum chemistry" -- "electronic structure theory"
"quantum chemistry" -- "molecular crystals"
"saccades" -- "motor learning"
"work integrated learning" -- "experiential learning"
"mechanism design" -- "self-organizing systems"
"mechanism design" -- "laser optics"
"mechanism design" -- "game theory"
"market efficiency" -- "market microstructure"
"environmental strategy" -- "sustainability"
"urban rehabilitation" -- "cultural landscapes"
"space plasma physics" -- "planetary magnetospheres"
"road safety" -- "vulnerable road users"
"road safety" -- "road design"
"road safety" -- "driving behaviour"
"cyber-physical systems" -- "model-based design"
"cyber-physical systems" -- "embedded systems"
"cyber-physical systems" -- "automotive systems"
"cyber-physical systems" -- "energy analytics"
"travel demand" -- "transportation planning"
"vehicle" -- "control"
"epidemiology of hiv" -- "surveillance"
"free probability" -- "operator algebras"
"topology optimization" -- "shape"
"fish systematics" -- "ichthyology"
"psychanalyse" -- "psychiatry"
"quantum chaos" -- "wave chaos"
"ethnic conflict" -- "democratization"
"messaging" -- "campaigns"
"spatio-temporal" -- "spatial"
"wireless networks" -- "wlan"
"wireless networks" -- "wireless mesh networks"
"wireless networks" -- "optical transmission"
"wireless networks" -- "green networking"
"wireless networks" -- "transport protocols"
"wireless networks" -- "ad hoc networks"
"wireless networks" -- "802.11"
"wireless networks" -- "ccn"
"wireless networks" -- "phy"
"wireless networks" -- "network algorithms"
"wireless networks" -- "cognitive radio networks"
"wireless networks" -- "mac"
"wireless networks" -- "mobile computing"
"wireless networks" -- "protocol design"
"wireless networks" -- "vanet"
"calidad de vida" -- "salud mental"
"human motivation" -- "self-determination theory"
"ab initio molecular dynamics" -- "density functional theory"
"innovation ecosystems" -- "energy policy"
"adaptive optics" -- "retinal imaging"
"adaptive optics" -- "optics"
"prehistory" -- "archaeology"
"cognitive processes" -- "translation quality"
"cognitive processes" -- "depression"
"adjoint methods" -- "computational fluid dynamics"
"fea" -- "dic"
"magnetometry" -- "quantum optics"
"integrated optics" -- "silicon photonics"
"integrated optics" -- "laser micromachining"
"electrical energy systems" -- "power systems"
"multimedia design" -- "distance learning"
"amputation" -- "rehabilitation"
"geocomputation" -- "network complexity"
"geocomputation" -- "gis"
"39;s disease" -- "vascular imaging"
"39;s disease" -- "huntington&"
"39;s disease" -- "alzheimer s disease"
"39;s disease" -- "parkinson&"
"computer music" -- "music composition"
"myelin" -- "oligodendrocytes"
"electrohydrodynamics" -- "fluid mechanics"
"semantic segmentation" -- "deep learning"
"immersive learning" -- "pedagogical agents"
"companion animals" -- "sensory analysis"
"business models" -- "développement durable"
"business models" -- "industrial internet"
"fungal systematics" -- "plant pathology"
"vlsi circuits" -- "systems"
"natural products chemistry" -- "medicinal chemistry"
"ct imaging" -- "quantitative imaging"
"ct imaging" -- "device development"
"ocular drug delivery" -- "drug delivery"
"beton" -- "polimer"
"beton" -- "yapı malzemeleri"
"relationship education" -- "marriage"
"relationship education" -- "family life education"
"food marketing" -- "consumer behavior"
"food marketing" -- "organic food"
"kierkegaard" -- "merleau-ponty"
"tone" -- "phonology"
"cartografia" -- "geodésia"
"endovascular neurosurgery" -- "neurosurgery"
"biosensing" -- "plasmonics"
"reconsolidation" -- "memory"
"estudios visuales" -- "masculinidades"
"velocity map imaging" -- "atmospheric chemistry"
"ivf" -- "assisted reproductive technology"
"ivf" -- "ovarian aging"
"flight testing" -- "control"
"oral radiology" -- "cbct"
"ciencia del suelo" -- "contaminación"
"occupant behavior" -- "building performance simulation"
"health care law" -- "health services management"
"culturally responsive teaching" -- "urban education"
"cognitive load theory" -- "medical education"
"insulin secretion" -- "glucose homeostasis"
"operating systems" -- "file systems"
"operating systems" -- "distributed systems"
"operating systems" -- "system software"
"operating systems" -- "manycores"
"operating systems" -- "embedded software"
"operating systems" -- "multicore"
"operating systems" -- "variability management"
"operating systems" -- "multimedia technology"
"operating systems" -- "free software"
"operating systems" -- "systems research"
"novel drug delivery systems" -- "drug delivery"
"soft condensed matter" -- "biophysics"
"personnel psychology" -- "work"
"applied clinical informatics" -- "clinical decision support"
"nanoscale" -- "heat transfer"
"viral oncology" -- "immunology"
"stream computing" -- "distributed systems"
"photon counting" -- "optics"
"classification" -- "social tagging"
"classification" -- "land evaluation"
"web-based learning" -- "computer science education research"
"spasticity" -- "muscle control"
"wireless body area networks" -- "wireless sensor networks"
"liquid-liquid extraction" -- "ionic liquids"
"loss" -- "grief"
"social disparities" -- "nutrition"
"peptide delivery" -- "drug delivery"
"organizational neuroscience" -- "measurement"
"resins" -- "composites"
"deliberation" -- "listening"
"instruction" -- "learning"
"middle east politics" -- "international relations"
"medieval" -- "museology"
"water disinfection" -- "emergence"
"environmental impact" -- "life cycle assessment"
"environmental impact" -- "social impact"
"angiogenesis" -- "retinal biology"
"angiogenesis" -- "microenvironment"
"angiogenesis" -- "lymphangiogenesis"
"angiogenesis" -- "phytomedicine"
"angiogenesis" -- "sphingolipids"
"angiogenesis" -- "tumour biology"
"deliberative democracy" -- "democratic theory"
"open badges" -- "educational technology"
"free speech" -- "privacy"
"invasive weeds" -- "weed management"
"magnetic levitation" -- "power systems"
"mammary gland biology" -- "breast cancer"
"urban physics" -- "wind engineering"
"rural" -- "sociology"
"child neurology" -- "epilepsy"
"advertising effectiveness" -- "branding"
"petroleum geology" -- "reservoir geology"
"petroleum geology" -- "sedimentology"
"south china sea" -- "international relations"
"orthopaedic research" -- "osteoarthritis"
"archaeology" -- "digital archaeology"
"archaeology" -- "bolivia"
"archaeology" -- "history of archaeology"
"archaeology" -- "palaeolithic"
"archaeology" -- "paleodiet"
"archaeology" -- "rock art"
"archaeology" -- "oceania"
"archaeology" -- "numismatics"
"archaeology" -- "material culture"
"archaeology" -- "paleoethnobotany"
"archaeology" -- "pacific islands"
"archaeology" -- "zooarchaeology"
"archaeology" -- "archaeological science"
"archaeology" -- "viking studies"
"archaeology" -- "bronze age"
"archaeology" -- "nautical archaeology"
"archaeology" -- "repatriation"
"archaeology" -- "neolithic"
"archaeology" -- "coastal archaeology"
"archaeology" -- "ethnohistory"
"archaeology" -- "complex societies"
"archaeology" -- "late antiquity"
"archaeology" -- "landscape archaeology"
"archaeology" -- "ethnoarchaeology"
"respiratory physiotherapy" -- "pulmonary rehabilitation"
"neural stimulation" -- "visual prosthesis"
"biyokimya" -- "polimer"
"freezing" -- "hydrophobicity"
"comparative biomechanics" -- "functional morphology"
"desistance" -- "criminology"
"crop physiology" -- "crop management"
"crop physiology" -- "agronomy"
"interpreter training" -- "metaphor"
"interpreter training" -- "conference interpreting"
"causes of war" -- "international relations"
"physical design" -- "vlsi cad"
"physical design" -- "electronic design automation"
"implementation science" -- "mental health services research"
"neurophysiologie" -- "contrôle moteur"
"mission analysis" -- "astrodynamics"
"synchrotron techniques" -- "x-ray imaging"
"xml" -- "databases"
"milk" -- "dairy science"
"tecnologias digitais" -- "tic"
"terapia intensiva" -- "anestesiologia"
"terapia intensiva" -- "rianimazione"
"micromorphology" -- "glaciology"
"oecd" -- "public policy"
"bank regulation" -- "banking"
"foraging" -- "behavioral ecology"
"plan recognition" -- "planning"
"digital pedagogy" -- "digital humanities"
"heritage languages" -- "bilingualism"
"stem cell bioengineering" -- "expanded genetic code"
"tratamento de água" -- "recursos hídricos"
"microwave systems" -- "antennas"
"archival studies" -- "digital humanities"
"venous thromboembolism" -- "atrial fibrillation"
"early medieval archaeology" -- "environmental archaeology"
"early medieval archaeology" -- "vikings"
"substance use disorders" -- "psychiatry"
"screenwriting" -- "tv"
"contemporary architecture" -- "architectural theory"
"scientific practices" -- "science education"
"food sustainability" -- "animal welfare"
"hydrogen storage" -- "porous polymers"
"food consumption" -- "nutrition"
"convex optimization" -- "semidefinite programming"
"convex optimization" -- "monotone operators"
"long-term care" -- "support"
"long-term care" -- "dementia"
"long-term care" -- "nurse practitioner"
"long-term care" -- "gerontological nursing"
"pharmacology" -- "cardiovascular physiology"
"pharmacology" -- "g protein-coupled receptors"
"pharmacology" -- "herbal medicine"
"pharmacology" -- "gastrointestinal pharmacology"
"pharmacology" -- "pharmacokinetics"
"neuronal circuits" -- "behavior"
"ecohydraulics" -- "ecohydrology"
"uncertainty quantification" -- "computational stochastic mechanics"
"thermoeconomics" -- "cogeneration"
"evolution of language" -- "primate communication"
"saúde da mulher" -- "enfermagem"
"trade agreements" -- "international political economy"
"productivity measurement" -- "agricultural economics"
"wine marketing" -- "management"
"wine marketing" -- "web marketing"
"semantic interoperability" -- "privacy"
"hotel" -- "hospitality"
"landscape archaeology" -- "archaeological prospection"
"landscape archaeology" -- "mediterranean archaeology"
"process optimization" -- "process control"
"global change biology" -- "ecology"
"food fermentation" -- "food microbiology"
"pediatric medicine" -- "pediatric dentistry"
"library technology" -- "electronic resources"
"microplasma" -- "plasma"
"ferns" -- "systematics"
"demand side management" -- "smart grid"
"prebiotic chemistry" -- "origin of life"
"environmental genomics" -- "microbial community ecology"
"trapped ions" -- "quantum information"
"multimorbidity" -- "chronic disease"
"animal biotechnology" -- "signal transduction"
"corporate governance" -- "shareholder activism"
"corporate governance" -- "ceo"
"corporate governance" -- "social responsibility"
"corporate governance" -- "ifrs"
"corporate governance" -- "mining law"
"corporate governance" -- "strategic leadership"
"corporate governance" -- "ceo compensation"
"corporate governance" -- "audit quality"
"corporate governance" -- "debt contracting"
"corporate governance" -- "accounting conservatism"
"corporate governance" -- "management accounting"
"corporate governance" -- "corporate social responsibility"
"corporate governance" -- "securities regulation"
"control systems theory" -- "model predictive control"
"political anthropology" -- "historical anthropology"
"teoria crítica" -- "ética"
"tdc" -- "fpga"
"salud mental" -- "tic en educación"
"mocvd" -- "movpe"
"mocvd" -- "led"
"wisdom" -- "text analysis"
"latin literature" -- "classical studies"
"functional neuroimaging" -- "human brain"
"functional neuroimaging" -- "memory"
"functional neuroimaging" -- "sleep deprivation"
"nano heat transfer" -- "heat transfer"
"decolonisation" -- "discourse"
"spatial economics" -- "urban economics"
"failure diagnosis" -- "distributed systems"
"nursing informatics" -- "health informatics"
"qualitative analysis" -- "science education"
"hepatitis b" -- "hepatitis c"
"thz" -- "vacuum electronics"
"coding" -- "information theory"
"coding" -- "modulation"
"horticulture" -- "postharvest physiology"
"horticulture" -- "floriculture"
"horticulture" -- "plant physiology"
"horticulture" -- "fruit"
"chile" -- "seismic tomography"
"coral disease" -- "ocean acidification"
"open source hardware" -- "3d printing"
"bone conduction" -- "music perception"
"general internal medicine" -- "thromboembolism"
"control" -- "queueing systems"
"control" -- "biosystems"
"control" -- "unmanned systems"
"control" -- "robot design"
"control" -- "nonlinear estimation"
"control" -- "uncertainty propagation"
"control" -- "robótica"
"control" -- "stability"
"control" -- "linear parameter varying systems"
"control" -- "spacecraft dynamics"
"control" -- "system dynamics"
"control" -- "computational dynamics"
"control" -- "zarządzanie projektami"
"control" -- "attitude determination"
"control" -- "cascading failure"
"control" -- "automotive engineering"
"control" -- "control of energy systems"
"control" -- "sampled-data systems"
"control" -- "automotive"
"control" -- "process dynamics"
"control" -- "trajectory generation"
"control" -- "underactuated systems"
"control" -- "aerospace systems"
"avian" -- "mammalian evolution"
"enfermería" -- "enfermería comunitaria"
"electronic medical records" -- "privacy"
"plasma membrane" -- "anhydrobiosis"
"micromechanics" -- "plasticity theory"
"early childhood development" -- "parenting"
"posttraumatic stress" -- "alcohol use disorders"
"ingan" -- "gan"
"adli tıp" -- "adli bilimler"
"medicaid" -- "medicare"
"medicaid" -- "access to care"
"measurement invariance" -- "structural equation modeling"
"electoral violence" -- "zimbabwe"
"pet" -- "mri"
"pet" -- "mr"
"pet" -- "x-ray ct"
"pet" -- "ct"
"pet" -- "quantification"
"kidney" -- "epithelial cell biology"
"kidney" -- "aldosterone"
"climate change vulnerability" -- "human-environment interactions"
"matrix theory" -- "linear algebra"
"research libraries" -- "academic"
"public budgeting" -- "financial management"
"chemical weathering" -- "landscape evolution"
"transparent conducting oxides" -- "ferromagnetism"
"econometria aplicada" -- "finanças"
"all" -- "haematology"
"evolvable hardware" -- "bio-inspired algorithms"
"ipsc" -- "genetics"
"scanning probe microscopy" -- "nanotribology"
"scanning probe microscopy" -- "surface science"
"quantitative microscopy" -- "biophysics"
"photomorphogenesis" -- "signal transduction"
"bacterial evolution" -- "microbiology"
"human-environment relations" -- "environmental justice"
"young adults" -- "adolescence"
"web mapping" -- "gis"
"marine chemistry" -- "analytical chemistry"
"western esotericism" -- "religious studies"
"espionage" -- "intelligence"
"rewriting" -- "verification"
"strategic" -- "international relations"
"paradox theory" -- "paradox"
"femtosecond laser" -- "photonics"
"thin film coating" -- "conducting polymers"
"meccanica" -- "ingegneria"
"meccanica" -- "elettronica"
"sciences sociales" -- "histoire"
"laboratory" -- "science education"
"high power microwaves" -- "electron beams"
"high power microwaves" -- "pulsed power"
"real-time systems" -- "embedded systems"
"real-time systems" -- "real-time communication"
"memoria" -- "alzheimer"
"memoria" -- "invecchiamento"
"antibiotic susceptibility" -- "resistance"
"antibiotic susceptibility" -- "molecular structure"
"trademark law" -- "copyright law"
"glass" -- "disordered systems"
"glass" -- "glass ceramics"
"distributed storage systems" -- "information theory"
"shared leadership" -- "teams"
"mathematical system theory" -- "control theory"
"congressional elections" -- "congress"
"circadian rhythms" -- "sleep"
"us politics" -- "comparative politics"
"rarefied flows" -- "computational fluid dynamics"
"applied ontology" -- "biomedical informatics"
"aerothermodynamics" -- "hypersonics"
"pathology" -- "immunology"
"pathology" -- "experimental pathology"
"pathology" -- "molecular oncology"
"cell printing" -- "3d printing"
"evolutionsbiologie" -- "morphologie"
"rock engineering" -- "rock mechanics"
"nematology" -- "entomology"
"effectors" -- "structural biology"
"flamenco" -- "danza"
"pierre bourdieu" -- "reproductive health"
"middleware" -- "distributed systems"
"science technology policy" -- "emerging technologies"
"global health politics" -- "global health governance"
"flavor" -- "analytical chemistry"
"morphing aircraft" -- "adaptive structures"
"morphing aircraft" -- "vibration isolation"
"organic photodetectors" -- "flow synthesis"
"labor relations" -- "industrial relations"
"endocrine resistance" -- "breast cancer"
"financial econometrics" -- "commodity markets"
"financial econometrics" -- "volatility modeling"
"financial econometrics" -- "quantitative finance"
"child neglect" -- "child abuse"
"self-employment" -- "entrepreneurship"
"social sustainability" -- "sustainable urban design"
"social sustainability" -- "practice-based research"
"wearable sensing" -- "medical devices"
"planetary science" -- "mars"
"planetary science" -- "astrobiology"
"planetary science" -- "titan"
"planetary science" -- "impact cratering"
"planetary science" -- "small bodies"
"planetary science" -- "mars exploration"
"palaeoentomology" -- "entomology"
"marine renewable energy" -- "offshore engineering"
"bacterial biofilms" -- "signal transduction"
"norms" -- "international relations"
"design theory" -- "methodology"
"superlattice" -- "self-assembly"
"distributive justice" -- "equality of opportunity"
"anthropology of law" -- "islamic banking"
"crack propagation" -- "civil engineering"
"signal processing for wireless" -- "communication theory"
"sociolingüística" -- "dialectología"
"sociolingüística" -- "historiografía lingüística"
"sociolingüística" -- "lingüística de corpus"
"sociolingüística" -- "enseñanza de lenguas"
"epitaxy" -- "device design"
"nursing science" -- "neurosurgery"
"farmacologia" -- "ciências biológicas"
"farmacologia" -- "biologia"
"farmacologia" -- "plantas medicinais"
"farmacologia" -- "neuroscienze"
"farmacologia" -- "farmacogenética"
"nonlinear functional analysis" -- "its"
"cross-cultural comparison" -- "sociology"
"dibujo" -- "arquitectura"
"graph processing" -- "distributed systems"
"hydrogeology" -- "environmental geochemistry"
"hydrogeology" -- "environmental geology"
"hydrogeology" -- "applied geology"
"hydrogeology" -- "environmental tracers"
"hydrogeology" -- "contaminant hydrogeology"
"hydrogeology" -- "reactive transport"
"thrombosis" -- "thrombophilia"
"thrombosis" -- "haemostasis"
"antropología cultural" -- "popular music studies"
"cross-cultural research" -- "branding"
"biologia molecolare e cellulare" -- "biochimica"
"candidate selection" -- "political parties"
"acoustic metamaterials" -- "phononic crystals"
"head neck surgery" -- "surgical oncology"
"comunicación corporativa" -- "relaciones públicas"
"biocomputing" -- "neurology"
"pv" -- "solar thermal"
"nanofiltration" -- "reverse osmosis"
"urban economics" -- "real estate"
"urban economics" -- "housing finance"
"network meta-analysis" -- "meta-analysis"
"myotonic dystrophy" -- "neuromuscular disorders"
"evolutionary anthropology" -- "human behavioral ecology"
"evolutionary anthropology" -- "cultural evolution"
"evolutionary anthropology" -- "human behavioural ecology"
"organización escolar" -- "educación"
"emerging micro" -- "silicon photonics"
"american studies" -- "american literature"
"american studies" -- "asian american studies"
"american studies" -- "cultural studies"
"epilepsy surgery" -- "epilepsy"
"internet use" -- "social stratification"
"preventive medicine" -- "breast cancer genetics"
"preventive medicine" -- "public health"
"substance use" -- "us-mexico border"
"substance use" -- "psychological trauma"
"substance use" -- "social medicine"
"substance use" -- "brief interventions"
"substance use" -- "environmental risk"
"mfc" -- "idrogeologia"
"surface phenomena" -- "wetting"
"personality disorders" -- "personality"
"amorphous silicon" -- "silicon"
"turkish politics" -- "kurdish studies"
"materials chemistry" -- "solid state"
"materials chemistry" -- "thin film synthesis"
"materials chemistry" -- "oxide materials"
"quantum mechanics" -- "quantum information"
"systems physiology" -- "bioengineering"
"user" -- "co-design"
"chronic" -- "disease"
"e-science" -- "cyberinfrastructure"
"neurocirurgia" -- "neurologia"
"infectious disease ecology" -- "nutrition"
"neurobiology of aging" -- "memory"
"organic-inorganic hybrid materials" -- "perovskite solar cells"
"arquitetura de computadores" -- "programação paralela"
"arquitetura de computadores" -- "simulação"
"circadian" -- "sleep"
"environmental chemistry" -- "analytical chemistry"
"environmental chemistry" -- "free radical chemistry"
"plasma" -- "euv"
"technical services" -- "cataloging"
"cochlear implants" -- "binaural hearing"
"cochlear implants" -- "hearing aids"
"anonymity" -- "privacy"
"nonlinear acoustics" -- "acoustics"
"climate change mitigation" -- "adaptation"
"sociology of food" -- "agriculture"
"hydrothermal" -- "multilayer"
"vision systems" -- "telematics"
"xrf" -- "analytical chemistry"
"social security" -- "pensions"
"differential equations" -- "difference equations"
"geomorfologia" -- "sedimentologia"
"medical terminologies" -- "medical informatics"
"respiratory infections" -- "immunology"
"seed physiology" -- "plant physiology"
"correlated oxides" -- "structure-property relationships"
"law religion" -- "constitutional law"
"medical education" -- "student assessment"
"medical education" -- "clinical reasoning"
"medical education" -- "emergency medicine"
"medical education" -- "self-directed learning"
"finite elements" -- "time-frequency"
"finite elements" -- "mesh deformation"
"finite elements" -- "gradient plasticity"
"economia da inovação" -- "inovação tecnológica"
"accelerator physics" -- "beam physics"
"speckle interferometry" -- "digital holography"
"receptor trafficking" -- "synaptic plasticity"
"receptor trafficking" -- "lipid protein interaction"
"oral health" -- "public health"
"family communication" -- "interpersonal communication"
"cellular automata" -- "complex systems"
"physical chemistry" -- "computational chemistry"
"physical chemistry" -- "time-resolved spectroscopy"
"physical chemistry" -- "biophysics"
"physical chemistry" -- "astrochemistry"
"physical chemistry" -- "ultrafast dynamics"
"physiotherapy" -- "gerontología"
"physiotherapy" -- "rehabilitation"
"studies" -- "latino"
"planetary evolution" -- "space physics"
"ocean acidification" -- "hawaii"
"ocean acidification" -- "coral reef biology"
"spatial learning" -- "memory"
"communication engineering" -- "electronics"
"fluid mechanics" -- "wave turbulence"
"fluid mechanics" -- "turbulent drag reduction"
"fluid mechanics" -- "multiphase"
"fluid mechanics" -- "thin liquid films"
"fluid mechanics" -- "biological fluid mechanics"
"fluid mechanics" -- "boundary-layer stability"
"fluid mechanics" -- "flow control"
"fluid mechanics" -- "biofluids"
"fluid mechanics" -- "computational wind engineering"
"fluid mechanics" -- "bluff body aerodynamics"
"fluid mechanics" -- "vortex dynamics"
"fluid mechanics" -- "river hydraulics"
"fluid mechanics" -- "convection"
"fluid mechanics" -- "solid"
"fluid mechanics" -- "computational fluid dynamics (cfd)"
"fluid mechanics" -- "aircraft icing"
"fluid mechanics" -- "geophysical fluid mechanics"
"fluid mechanics" -- "heat transfer"
"fluid mechanics" -- "geophysical flows"
"fluid mechanics" -- "particulate flows"
"fluid mechanics" -- "aeroacoustics"
"visual perception" -- "material perception"
"visual perception" -- "behavioural science"
"base isolation" -- "structural control"
"economics of climate change" -- "energy policy"
"entomologia forense" -- "diptera"
"entomologia forense" -- "comportamento"
"speech recognition" -- "speech segmentation"
"speech recognition" -- "acoustic modeling"
"food biotechnology" -- "farm animal welfare"
