"geomicrobiology" -- "biogeochemistry"
"organic electronics" -- "printed electronics"
"organic electronics" -- "organic photonics"
"organic electronics" -- "oled"
"clinical immunology" -- "rheumatology"
"social entrepreneurship" -- "social innovation"
"superconductivity" -- "topological insulators"
"superconductivity" -- "ferromagnetism"
"superconductivity" -- "solid state physics"
"superconductivity" -- "condensed matter physics"
"superconductivity" -- "strongly correlated electron systems"
"superconductivity" -- "mesoscopic physics"
"superconductivity" -- "strongly correlated systems"
"superconductivity" -- "magnetism"
"innovation" -- "r d"
"innovation" -- "knowledge"
"innovation" -- "platforms"
"innovation" -- "business models"
"antibody engineering" -- "protein engineering"
"behaviour change" -- "health psychology"
"network-on-chip" -- "interconnection networks"
"headache" -- "migraine"
"soil science" -- "digital soil mapping"
"soil science" -- "pedology"
"soil science" -- "biogeochemistry"
"soil science" -- "agronomy"
"soil science" -- "environmental science"
"soil science" -- "soil physics"
"skin cancer" -- "melanoma"
"skin cancer" -- "dermatology"
"virtual screening" -- "drug design"
"simultaneous localization" -- "mapping"
"cultural economics" -- "political economy"
"social computing" -- "human-computer interaction"
"social computing" -- "crowdsourcing"
"eye movements" -- "reading"
"eye movements" -- "vision"
"mbe" -- "solar cells"
"philosophy of religion" -- "metaphysics"
"millimeter-wave circuits" -- "microwave"
"orthopedics" -- "osteoarthritis"
"fiber" -- "textiles"
"fiber" -- "polymers"
"population" -- "community ecology"
"hydroclimatology" -- "hydrology"
"neoliberalism" -- "globalization"
"thrombosis" -- "platelets"
"thrombosis" -- "haemostasis"
"description logics" -- "knowledge representation"
"bioethics" -- "research ethics"
"bioethics" -- "ethics"
"bioethics" -- "clinical ethics"
"bioethics" -- "health law"
"labour economics" -- "economics of education"
"labour economics" -- "applied microeconometrics"
"labour economics" -- "family economics"
"gender history" -- "women s"
"wireless sensor networks" -- "body area networks"
"ultrafine-grained materials" -- "severe plastic deformation"
"media effects" -- "political communication"
"endocytosis" -- "cell biology"
"muscle physiology" -- "functional morphology"
"volcanoes" -- "earthquakes"
"corrections" -- "juvenile justice"
"alternative communication" -- "augmentative"
"food chemistry" -- "functional foods"
"food chemistry" -- "food engineering"
"food chemistry" -- "food analysis"
"marriage" -- "family therapy"
"marriage" -- "cohabitation"
"computer graphics" -- "visualization"
"computer graphics" -- "global illumination"
"computer graphics" -- "geometric computing"
"computer graphics" -- "physical simulation"
"computer graphics" -- "computer vision"
"computer graphics" -- "non-photorealistic rendering"
"computer graphics" -- "computer animation"
"computer graphics" -- "computational photography"
"computer graphics" -- "real-time rendering"
"computer graphics" -- "virtual reality"
"soft matter physics" -- "biophysics"
"entrepreneurial finance" -- "corporate finance"
"mesoscopic physics" -- "quantum transport"
"molecular pathology" -- "pathology"
"geography" -- "gis"
"differential equations" -- "difference equations"
"differential equations" -- "mathematical biology"
"ecological economics" -- "sustainable development"
"ethnicity" -- "international migration"
"ethnicity" -- "latina"
"ethnicity" -- "social inequality"
"ethnicity" -- "urban sociology"
"photosynthesis" -- "light harvesting"
"breastfeeding" -- "nutrition"
"public economics" -- "labor economics"
"evolutionary psychology" -- "comparative psychology"
"evolutionary psychology" -- "mate choice"
"industrial electronics" -- "power electronics"
"biocatalysis" -- "enzyme engineering"
"biocatalysis" -- "protein engineering"
"neuroscience" -- "neurology"
"neuroscience" -- "synapses"
"neuroscience" -- "psychology"
"neuroscience" -- "pharmacology"
"automatic control" -- "system identification"
"nitrogen cycling" -- "microbial ecology"
"condensed matter physics" -- "photoemission spectroscopy"
"condensed matter physics" -- "strongly correlated electrons"
"condensed matter physics" -- "computational physics"
"functional traits" -- "community ecology"
"optometry" -- "vision science"
"planet formation" -- "exoplanets"
"gravitation" -- "gravitational waves"
"seagrass" -- "marine ecology"
"ecological modelling" -- "conservation biology"
"complex networks" -- "complex systems"
"complex networks" -- "epidemics"
"functional equations" -- "inequality"
"environmental epidemiology" -- "air pollution"
"kinetic theory" -- "partial differential equations"
"behavior analysis" -- "autism"
"reaction engineering" -- "catalysis"
"esl" -- "tesol"
"biopharmaceutics" -- "pharmacokinetics"
"gis" -- "rs"
"gis" -- "remote sensing"
"gis" -- "web mapping"
"gis" -- "vgi"
"gis" -- "sdi"
"marine reserves" -- "marine ecology"
"otolaryngology-head" -- "neck surgery"
"applied probability" -- "stochastic modeling"
"applied probability" -- "stochastic processes"
"condensation" -- "boiling"
"cam" -- "cad"
"adaptive optics" -- "astronomical instrumentation"
"decision support systems" -- "business intelligence"
"decision support systems" -- "business analytics"
"basin analysis" -- "tectonics"
"basin analysis" -- "sedimentology"
"water resources engineering" -- "hydrology"
"emulsions" -- "colloids"
"decision making" -- "judgement"
"decision making" -- "expertise"
"ocean optics" -- "remote sensing"
"geostatistics" -- "hydrogeology"
"biochemistry" -- "cell biology"
"biochemistry" -- "biophysics"
"biochemistry" -- "protein science"
"pharmacokinetics" -- "pharmacodynamics"
"pharmacokinetics" -- "pbpk"
"pharmacokinetics" -- "drug metabolism"
"pharmacokinetics" -- "clinical pharmacology"
"life course" -- "aging"
"life course" -- "social demography"
"life course" -- "health inequalities"
"speaker recognition" -- "speech recognition"
"working memory" -- "attention"
"distributed" -- "parallel computing"
"molecular biology" -- "cell biology"
"molecular biology" -- "genetics"
"molecular biology" -- "microbiology"
"molecular biology" -- "cellular"
"molecular biology" -- "cancer biology"
"cryptology" -- "information security"
"procurement" -- "supply chain management"
"medical physics" -- "radiation dosimetry"
"medical physics" -- "radiation oncology"
"medical physics" -- "radiation physics"
"medical physics" -- "monte carlo simulation"
"medical physics" -- "monte carlo"
"physical education" -- "sport"
"physical education" -- "sport pedagogy"
"mosquitoes" -- "malaria"
"biomedical engineering" -- "medical devices"
"biomedical engineering" -- "tissue engineering"
"quantum physics" -- "ultracold gases"
"hifu" -- "ultrasound"
"neuro-ophthalmology" -- "neurology"
"spintronics" -- "nanomagnetism"
"spintronics" -- "magnetism"
"numerical analysis" -- "approximation theory"
"numerical analysis" -- "computational mathematics"
"numerical analysis" -- "applied mathematics"
"numerical analysis" -- "finite element method"
"numerical analysis" -- "spectral methods"
"numerical analysis" -- "matrix computations"
"numerical analysis" -- "partial differential equations"
"history of education" -- "teacher education"
"quantum information theory" -- "quantum cryptography"
"social movements" -- "civil society"
"social movements" -- "environmental sociology"
"social movements" -- "protest"
"social movements" -- "contentious politics"
"social movements" -- "activism"
"spelling" -- "reading"
"discourse analysis" -- "systemic functional linguistics"
"discourse analysis" -- "applied linguistics"
"discourse analysis" -- "sociolinguistics"
"face perception" -- "face recognition"
"proof theory" -- "logic"
"speech synthesis" -- "speech recognition"
"msm" -- "hiv"
"statistical modeling" -- "machine learning"
"primatology" -- "behavioral ecology"
"primatology" -- "biological anthropology"
"analogue modeling" -- "tectonics"
"micro" -- "nanofluidics"
"sepsis" -- "critical care"
"geomorphometry" -- "geomorphology"
"transport economics" -- "transport policy"
"transport economics" -- "transportation planning"
"isotope geochemistry" -- "carbonate sedimentology"
"isotope geochemistry" -- "chemical oceanography"
"geodesy" -- "geophysics"
"geodesy" -- "crustal deformation"
"geodesy" -- "gnss"
"geodesy" -- "gps"
"european studies" -- "international relations"
"paleoecology" -- "paleoclimatology"
"paleoecology" -- "palynology"
"paleoecology" -- "paleobotany"
"paleoecology" -- "biostratigraphy"
"quality of care" -- "health services research"
"flood modelling" -- "hydrology"
"plasma physics" -- "inertial confinement fusion"
"plasma physics" -- "laser plasma interactions"
"plasma physics" -- "space physics"
"plasma physics" -- "mhd"
"plasma physics" -- "fusion"
"plasma physics" -- "tokamak"
"plasma physics" -- "plasma processing"
"plasma physics" -- "plasma chemistry"
"plasma physics" -- "magnetohydrodynamics"
"plasma physics" -- "fusion energy"
"parameterized complexity" -- "computational complexity"
"infectious diseases" -- "hiv"
"infectious diseases" -- "antimicrobial stewardship"
"infectious diseases" -- "immunology"
"infectious diseases" -- "molecular diagnostics"
"infectious diseases" -- "infection control"
"semantic web" -- "knowledge representation"
"semantic web" -- "ontology engineering"
"semantic web" -- "social web"
"semantic web" -- "linked open data"
"semantic web" -- "provenance"
"semantic web" -- "knowledge engineering"
"semantic web" -- "information integration"
"crime" -- "punishment"
"crime" -- "policing"
"crime" -- "community"
"learning" -- "memory"
"learning" -- "games"
"learning" -- "scholarship of teaching"
"risk" -- "uncertainty"
"risk" -- "crisis"
"cosmogenic nuclides" -- "geomorphology"
"soft matter" -- "colloids"
"soft matter" -- "microrheology"
"soft matter" -- "gels"
"soft matter" -- "liquid crystals"
"food microbiology" -- "food safety"
"food microbiology" -- "probiotics"
"meta-analysis" -- "research synthesis"
"ethnobotany" -- "medicinal plants"
"ethnobotany" -- "botany"
"ethnobotany" -- "ethnoecology"
"ice cores" -- "paleoclimate"
"energy efficiency" -- "energy planning"
"multilingualism" -- "bilingualism"
"comparative biomechanics" -- "functional morphology"
"homotopy theory" -- "category theory"
"free will" -- "open source software"
"lte" -- "5g"
"lte" -- "ofdm"
"performance management" -- "public administration"
"performance management" -- "performance measurement"
"stable isotope geochemistry" -- "organic geochemistry"
"stable isotope geochemistry" -- "paleoclimatology"
"social epidemiology" -- "health inequalities"
"alliances" -- "acquisitions"
"organisation" -- "management"
"developmental psychology" -- "comparative psychology"
"developmental psychology" -- "educational psychology"
"systems" -- "fuzzy sets"
"systems" -- "biomedical circuits"
"lighting" -- "daylighting"
"healthcare analytics" -- "data mining"
"anatomy" -- "embryology"
"obesity" -- "eating disorders"
"obesity" -- "diabetes"
"obesity" -- "feeding"
"obesity" -- "type 2 diabetes"
"obesity" -- "nutrition"
"obesity" -- "nutritional epidemiology"
"obesity" -- "adipose tissue"
"obesity" -- "metabolic disease"
"obesity" -- "energy metabolism"
"business ethics" -- "corporate social responsibility"
"business ethics" -- "csr"
"chemical biology" -- "medicinal chemistry"
"computational imaging" -- "computational photography"
"computational imaging" -- "inverse problems"
"vegetation science" -- "plant ecology"
"machine design" -- "cad"
"social geography" -- "cultural geography"
"cell biology" -- "membrane trafficking"
"cell biology" -- "cytoskeleton"
"cell biology" -- "microtubules"
"cell biology" -- "molecular"
"cell biology" -- "developmental biology"
"intelligent tutoring systems" -- "affective computing"
"intelligent tutoring systems" -- "educational data mining"
"mobile networks" -- "wireless"
"perceptual learning" -- "amblyopia"
"perceptual learning" -- "vision"
"computer algebra" -- "symbolic computation"
"computer algebra" -- "algebraic geometry"
"landscape ecology" -- "conservation biology"
"landscape ecology" -- "landscape genetics"
"landscape ecology" -- "forest ecology"
"landscape ecology" -- "ecosystem services"
"landscape ecology" -- "urban ecology"
"applied mathematics" -- "numerical"
"hydrometeorology" -- "hydrology"
"non-coding rnas" -- "epigenetics"
"uav" -- "robotics"
"uav" -- "uas"
"functional analysis" -- "harmonic analysis"
"functional analysis" -- "fixed point theory"
"functional analysis" -- "operator algebras"
"operator algebras" -- "noncommutative geometry"
"operator algebras" -- "free probability"
"organic geochemistry" -- "biogeochemistry"
"aging" -- "telomeres"
"aging" -- "cognitive decline"
"aging" -- "gerontological social work"
"aging" -- "alzheimer"
"aging" -- "cognitive impairment"
"aging" -- "retirement"
"firm dynamics" -- "macroeconomics"
"trauma" -- "emergency medicine"
"trauma" -- "surgery"
"dendritic cells" -- "immunology"
"coatings" -- "thermal spray"
"computer science" -- "software engineering"
"nonadiabatic dynamics" -- "quantum dynamics"
"pediatric urology" -- "urology"
"democratic theory" -- "deliberative democracy"
"democratic theory" -- "political theory"
"translation studies" -- "interpreting studies"
"translation studies" -- "comparative literature"
"industrial organization" -- "applied microeconomic theory"
"industrial organization" -- "antitrust"
"industrial organization" -- "applied microeconomics"
"industrial organization" -- "auctions"
"industrial organization" -- "competition policy"
"performance studies" -- "theatre"
"colloids" -- "surface chemistry"
"colloids" -- "interface science"
"colloids" -- "interfacial science"
"colloids" -- "polymers"
"video processing" -- "imaging"
"video processing" -- "video compression"
"chaos" -- "bifurcation"
"phonology" -- "morphology"
"international institutions" -- "international relations"
"prosthodontics" -- "implantology"
"prosthodontics" -- "dental implants"
"prosthodontics" -- "implant dentistry"
"prosthodontics" -- "dental materials"
"molecular dynamics" -- "biomolecular simulations"
"molecular dynamics" -- "biophysics"
"molecular dynamics" -- "mm"
"molecular dynamics" -- "computational biophysics"
"gesture" -- "language development"
"engineering design" -- "product development"
"engineering design" -- "engineering education"
"mobile" -- "pervasive computing"
"qsar" -- "chemometrics"
"chemical reaction engineering" -- "catalysis"
"social cognition" -- "stereotyping"
"social cognition" -- "attitudes"
"environmental chemistry" -- "analytical chemistry"
"auctions" -- "market design"
"ict" -- "ict4d"
"transnationalism" -- "globalization"
"feminism" -- "gender"
"mass cytometry" -- "immunology"
"behavioral operations" -- "operations management"
"chemical vapor deposition" -- "graphene"
"game studies" -- "media studies"
"microeconomic theory" -- "information economics"
"microeconomic theory" -- "decision theory"
"microeconomic theory" -- "auction theory"
"science communication" -- "environmental communication"
"security studies" -- "international relations"
"econometrics" -- "time series"
"econometrics" -- "applied economics"
"intelligent control" -- "nonlinear control"
"prosody" -- "intonation"
"metabolic engineering" -- "biochemical engineering"
"human-computer interaction" -- "mobile interaction"
"human-computer interaction" -- "user-centered design"
"human-computer interaction" -- "intelligent user interfaces"
"human-computer interaction" -- "personal informatics"
"human-computer interaction" -- "accessible computing"
"human-computer interaction" -- "end-user programming"
"adaptation" -- "vulnerability"
"adaptation" -- "climate change"
"adaptation" -- "speciation"
"adaptation" -- "climate change mitigation"
"hepatology" -- "liver transplantation"
"climate extremes" -- "climate change"
"free boundary problems" -- "partial differential equations"
"philosophy of mathematics" -- "logic"
"nmr spectroscopy" -- "structural biology"
"neuroimaging" -- "brain connectivity"
"neuroimaging" -- "psychiatry"
"neuroimaging" -- "diffusion tensor imaging"
"neuroimaging" -- "clinical neuroscience"
"image quality assessment" -- "image processing"
"measurement" -- "instrumentation"
"cryogenics" -- "heat transfer"
"habitat fragmentation" -- "conservation biology"
"software metrics" -- "software engineering"
"ultrasound imaging" -- "photoacoustic imaging"
"voice" -- "speech"
"radiochemistry" -- "pet"
"performance analysis" -- "stochastic modeling"
"cervical cancer" -- "hiv"
"emerging infectious diseases" -- "zoonoses"
"comorbidity" -- "mental health"
"openfoam" -- "cfd"
"plankton ecology" -- "oceanography"
"international trade law" -- "international law"
"software maintenance" -- "software engineering"
"cerebral aneurysms" -- "stroke"
"reservoir simulation" -- "reservoir engineering"
"reservoir simulation" -- "eor"
"uncertainty quantification" -- "model reduction"
"uncertainty quantification" -- "inverse problems"
"neuropharmacology" -- "psychopharmacology"
"biogeochemistry" -- "oceanography"
"biogeochemistry" -- "soil organic matter"
"biogeochemistry" -- "microbial ecology"
"biogeochemistry" -- "methane"
"biogeochemistry" -- "ecosystem ecology"
"biogeochemistry" -- "stable isotopes"
"biomembranes" -- "biophysics"
"exercise physiology" -- "strength"
"exercise physiology" -- "cardiovascular physiology"
"exercise physiology" -- "environmental physiology"
"exercise physiology" -- "body composition"
"exercise physiology" -- "sports science"
"cold atoms" -- "bose-einstein condensation"
"concrete structures" -- "steel structures"
"led" -- "solar cells"
"led" -- "gan"
"medical anthropology" -- "aids"
"digital fabrication" -- "computational design"
"power system operation" -- "planning"
"thailand" -- "politics"
"human factors" -- "healthcare"
"human factors" -- "cognitive engineering"
"origin of life" -- "prebiotic chemistry"
"protein crystallography" -- "structural biology"
"procedure" -- "criminal law"
"avian ecology" -- "conservation biology"
"numerical modeling" -- "rock mechanics"
"hw" -- "sw co-design"
"aesthetics" -- "art"
"semiconductors" -- "solar cells"
"semiconductors" -- "optoelectronics"
"semiconductors" -- "crystal growth"
"semiconductors" -- "molecular beam epitaxy"
"urban design" -- "landscape architecture"
"urban design" -- "urban planning"
"fiber optics" -- "photonics"
"conservation" -- "birds"
"conservation" -- "seabirds"
"e-learning" -- "educational technology"
"leukemia" -- "hematology"
"leukemia" -- "lymphoma"
"mobile computing" -- "pervasive computing"
"mobile computing" -- "ubiquitous"
"supergravity" -- "string theory"
"literacy" -- "children s literature"
"literacy" -- "reading"
"solid oxide fuel cells" -- "batteries"
"solid oxide fuel cells" -- "solid state ionics"
"immunology" -- "t cells"
"immunology" -- "allergy"
"immunology" -- "autoimmune diseases"
"immunology" -- "microbiology"
"immunology" -- "virology"
"immunology" -- "autoimmunity"
"immunology" -- "inflammasome"
"immunology" -- "rheumatology"
"immunology" -- "immune regulation"
"immunology" -- "t cell development"
"immunology" -- "antibodies"
"lgbt health" -- "hiv prevention"
"learning theory" -- "algorithmic game theory"
"forest management" -- "silviculture"
"cellular" -- "molecular neuroscience"
"speech signal processing" -- "audio"
"restorative justice" -- "criminology"
"visualization" -- "graphics"
"social determinants of health" -- "health inequalities"
"mineralogy" -- "mineral physics"
"renewable energy systems" -- "power electronics"
"tic" -- "educación"
"coastal geology" -- "sedimentology"
"brain computer interface" -- "neural engineering"
"fib" -- "tem"
"change" -- "sociolinguistics"
"change" -- "climate variability"
"learning technologies" -- "learning analytics"
"social science" -- "sociology"
"children" -- "youth"
"palliative care" -- "hospice"
"palliative care" -- "end of life care"
"palliative care" -- "psychosocial oncology"
"service operations" -- "healthcare operations"
"service operations" -- "operations management"
"its" -- "traffic safety"
"computational" -- "communication networks"
"earthquake geology" -- "structural geology"
"body" -- "gender"
"science" -- "sociology of science"
"science" -- "technology policy"
"philosophical logic" -- "metaphysics"
"climatology" -- "meteorology"
"grasping" -- "manipulation"
"lipidomics" -- "mass spectrometry"
"x-ray" -- "neutron scattering"
"fiscal federalism" -- "public finance"
"reprogramming" -- "stem cells"
"psychophysics" -- "vision"
"psychophysics" -- "multisensory integration"
"animal welfare" -- "veterinary medicine"
"category theory" -- "logic"
"category theory" -- "homological algebra"
"transfusion medicine" -- "hematology"
"culture" -- "gender"
"culture" -- "latin american literature"
"political violence" -- "terrorism"
"bees" -- "pollination"
"protein structure" -- "x-ray crystallography"
"protein structure" -- "function"
"periodontology" -- "implantology"
"periodontology" -- "oral microbiology"
"granular flow" -- "multiphase flow"
"nonlinear" -- "adaptive control"
"antennas" -- "applied electromagnetics"
"antennas" -- "rfid"
"antennas" -- "microwave"
"antennas" -- "computational electromagnetics"
"antennas" -- "phased array"
"antennas" -- "electromagnetic compatibility"
"motivation" -- "goals"
"motivation" -- "self-efficacy"
"electronic health records" -- "clinical decision support"
"na-ion batteries" -- "li-ion batteries"
"equilibrium problems" -- "variational inequalities"
"development economics" -- "impact evaluation"
"development economics" -- "agricultural economics"
"development economics" -- "political economy"
"development economics" -- "labor economics"
"development economics" -- "institutional economics"
"experimental psychopathology" -- "clinical psychology"
"image reconstruction" -- "pet"
"framing" -- "political communication"
"greenland" -- "antarctica"
"food science" -- "nutrition"
"food science" -- "animal science"
"food science" -- "food technology"
"food science" -- "meat science"
"food science" -- "food engineering"
"39;s disease" -- "alzheimer s disease"
"39;s disease" -- "parkinson s disease"
"language processing" -- "speech"
"active tectonics" -- "structural geology"
"active tectonics" -- "earthquakes"
"microbial ecology" -- "microbial diversity"
"microbial ecology" -- "gut microbiota"
"microbial ecology" -- "archaea"
"microbial ecology" -- "microbial physiology"
"microbial ecology" -- "soil microbiology"
"microbial ecology" -- "anammox"
"microbial ecology" -- "metagenomics"
"microbial ecology" -- "environmental microbiology"
"microbial ecology" -- "marine microbiology"
"organic synthesis" -- "asymmetric catalysis"
"organic synthesis" -- "medicinal chemistry"
"organic synthesis" -- "heterocycles"
"equity" -- "diversity"
"plant systematics" -- "botany"
"self-compassion" -- "mindfulness"
"parkinson&" -- "neurodegenerative diseases"
"parkinson&" -- "alzheimer s disease"
"nutraceuticals" -- "functional foods"
"neural interfaces" -- "neural engineering"
"electronic design automation" -- "computer architecture"
"estuarine ecology" -- "marine ecology"
"earthquakes" -- "tsunami"
"landslides" -- "natural hazards"
"power electronics" -- "renewable energy generation"
"power electronics" -- "electrical machines"
"power electronics" -- "renewable energy sources"
"power electronics" -- "motor drives"
"power electronics" -- "hybrid electric vehicles"
"power electronics" -- "microgrids"
"power electronics" -- "power quality"
"power electronics" -- "hvdc"
"power electronics" -- "digital control"
"political parties" -- "british politics"
"hippocampus" -- "memory"
"hippocampus" -- "prefrontal cortex"
"hippocampus" -- "episodic memory"
"biostratigraphy" -- "micropaleontology"
"virtual environments" -- "virtual reality"
"water resources management" -- "hydrology"
"deep learning" -- "representation learning"
"deep learning" -- "machine learning"
"paleoanthropology" -- "human evolution"
"paleoanthropology" -- "biological anthropology"
"cft" -- "string theory"
"organizational behavior" -- "human resource management"
"organizational behavior" -- "human resources"
"economic sociology" -- "organizations"
"economic sociology" -- "organizational theory"
"critical theory" -- "american literature"
"critical theory" -- "marxism"
"speech processing" -- "acoustic signal processing"
"speech processing" -- "speech recognition"
"aerosol science" -- "air pollution"
"evapotranspiration" -- "remote sensing"
"cfd" -- "multiphase flow"
"cfd" -- "heat transfer"
"cfd" -- "dem"
"cfd" -- "cavitation"
"cfd" -- "fsi"
"cfd" -- "fea"
"physical metallurgy" -- "steel"
"open data" -- "e-government"
"open data" -- "open government"
"signal processing" -- "information theory"
"signal processing" -- "machine learning"
"signal processing" -- "sonar"
"signal processing" -- "adaptive filtering"
"signal processing" -- "blind source separation"
"bayesian nonparametrics" -- "statistics"
"quantum information" -- "quantum cryptography"
"quantum information" -- "quantum foundations"
"quantum information" -- "foundations of quantum theory"
"quantum information" -- "quantum theory"
"quantum information" -- "quantum computing"
"quantum information" -- "quantum entanglement"
"cultural anthropology" -- "social"
"extracellular vesicles" -- "exosomes"
"mental health" -- "substance abuse"
"mental health" -- "psychiatry"
"evolutionary economics" -- "economics of innovation"
"organizational psychology" -- "industrial"
"organizational psychology" -- "occupational health psychology"
"qualitative methods" -- "gender"
"courts" -- "judicial politics"
"vitamin d" -- "osteoporosis"
"valuation" -- "financial accounting"
"valuation" -- "property"
"stand dynamics" -- "silviculture"
"bilingualism" -- "language acquisition"
"early childhood education" -- "child development"
"brazil" -- "latin america"
"antimicrobial resistance" -- "infection control"
"sociology" -- "criminology"
"sociology" -- "education"
"sociology" -- "social theory"
"intervertebral disc" -- "tissue engineering"
"islamic finance" -- "finance"
"emergency medicine" -- "disaster medicine"
"prebiotic chemistry" -- "astrobiology"
"acting" -- "theatre"
"genetics" -- "animal breeding"
"psychiatry" -- "neuropsychiatry"
"psychiatry" -- "psychopharmacology"
"molecular pharmacology" -- "drug discovery"
"opinion mining" -- "sentiment analysis"
"public health" -- "social determinants"
"public health" -- "oral health"
"public health" -- "health equity"
"investments" -- "corporate finance"
"investments" -- "finance"
"neighbourhoods" -- "housing"
"coastal geomorphology" -- "coastal processes"
"pharmaceutical analysis" -- "quality control"
"pharmaceutical analysis" -- "analytical chemistry"
"corporate law" -- "securities regulation"
"harmonic analysis" -- "geometric measure theory"
"supply chain management" -- "inventory theory"
"supply chain management" -- "sustainable operations"
"supply chain management" -- "production planning"
"supply chain management" -- "operations management"
"supply chain management" -- "supply chain risk management"
"supply chain management" -- "humanitarian logistics"
"silviculture" -- "forest ecology"
"political economy" -- "corruption"
"political economy" -- "formal political theory"
"competition" -- "regulation"
"public finance" -- "labor economics"
"land cover" -- "remote sensing"
"land cover" -- "land use change"
"land cover" -- "land use"
"psychotherapy" -- "counseling"
"psychotherapy" -- "clinical psychology"
"psychotherapy" -- "psychoanalysis"
"psychotherapy" -- "depression"
"organic semiconductors" -- "oled"
"financial accounting" -- "corporate disclosure"
"financial accounting" -- "managerial accounting"
"financial accounting" -- "capital markets"
"financial accounting" -- "reporting"
"hydraulics" -- "hydrology"
"assessment" -- "feedback"
"assessment" -- "school psychology"
"assessment" -- "personality"
"strategic alliances" -- "international business"
"corporate sustainability" -- "corporate social responsibility"
"elderly" -- "nutrition"
"chemical ecology" -- "plant-insect interactions"
"hydrology" -- "wildfire"
"hydrology" -- "ecohydrology"
"hydrology" -- "water engineering"
"hydrology" -- "watersheds"
"hydrology" -- "agricultural water management"
"hydrology" -- "floods"
"hydrology" -- "water quality"
"hydrology" -- "vadose zone"
"hydrology" -- "snow"
"hydrology" -- "geomorphology"
"hydrology" -- "water resources"
"hydrology" -- "uncertainty analysis"
"hydrology" -- "hydrogeology"
"health services research" -- "health policy"
"health services research" -- "primary care"
"chemistry education" -- "science education"
"transcription" -- "chromatin"
"institutional repositories" -- "open access"
"general relativity" -- "gravitational waves"
"cognitive neuroscience" -- "attention"
"cognitive neuroscience" -- "cognitive psychology"
"cognitive neuroscience" -- "neurobiology of language"
"cognitive neuroscience" -- "time perception"
"cognitive neuroscience" -- "numerical cognition"
"population genetics" -- "conservation genetics"
"population genetics" -- "phylogenetics"
"population genetics" -- "speciation"
"population genetics" -- "molecular ecology"
"population genetics" -- "medical genetics"
"population genetics" -- "domestication"
"polarimetry" -- "remote sensing"
"solar physics" -- "space physics"
"solar physics" -- "mhd waves"
"graph mining" -- "data mining"
"child development" -- "parenting"
"theatre" -- "drama"
"auction theory" -- "market design"
"fuel cells" -- "hydrogen production"
"fuel cells" -- "batteries"
"fuel cells" -- "electrocatalyst"
"fuel cells" -- "flow batteries"
"nucleation" -- "crystallization"
"privacy" -- "anonymity"
"privacy" -- "data protection"
"privacy" -- "anonymous communications"
"privacy" -- "trust"
"privacy" -- "surveillance"
"privacy" -- "data security"
"parenting" -- "temperament"
"sedimentology" -- "ichnology"
"sedimentology" -- "stratigraphy"
"sedimentology" -- "geology"
"sedimentology" -- "geomorphology"
"sedimentology" -- "petroleum geology"
"sedimentology" -- "marine geology"
"marine biogeochemistry" -- "chemical oceanography"
"social care" -- "health"
"driver assistance systems" -- "intelligent vehicles"
"tumor microenvironment" -- "cancer biology"
"género" -- "educación"
"género" -- "comunicación"
"paleoseismology" -- "structural geology"
"democratization" -- "authoritarianism"
"medicinal chemistry" -- "pharmaceutical chemistry"
"medicinal chemistry" -- "drug discovery"
"medicinal chemistry" -- "heterocyclic chemistry"
"medicinal chemistry" -- "drug design"
"medicinal chemistry" -- "peptide chemistry"
"medicinal chemistry" -- "total synthesis"
"medicinal chemistry" -- "bioorganic chemistry"
"dynamics" -- "control"
"dynamics" -- "vibration"
"microelectronics" -- "cmos"
"building performance simulation" -- "daylighting"
"myopia" -- "vision"
"nuclear physics" -- "particle physics"
"nuclear physics" -- "particles"
"disturbance ecology" -- "forest ecology"
"speech" -- "audio processing"
"cmt" -- "ads"
"crohn s disease" -- "ulcerative colitis"
"educational technology" -- "mobile learning"
"educational technology" -- "learning sciences"
"educational technology" -- "computing education"
"educational technology" -- "instructional design"
"information" -- "communication technology"
"water" -- "wastewater treatment"
"antitrust" -- "intellectual property"
"antitrust" -- "regulation"
"control systems" -- "robotics"
"boiling" -- "heat transfer"
"breeding" -- "plant genetics"
"dendroclimatology" -- "climate change"
"biophysics" -- "single-molecule spectroscopy"
"biophysics" -- "single molecule"
"biophysics" -- "structural biology"
"biophysics" -- "atomic force microscopy"
"chromatin" -- "epigenetics"
"cnt" -- "graphene"
"x-ray crystallography" -- "structural biology"
"tectonic geomorphology" -- "structural geology"
"algebra" -- "ring theory"
"algebra" -- "combinatorics"
"gerontology" -- "caregiving"
"gerontology" -- "geriatrics"
"artificial photosynthesis" -- "solar fuels"
"post-translational modifications" -- "proteomics"
"multiple sclerosis" -- "neurology"
"citizen science" -- "science education"
"industrial microbiology" -- "biotechnology"
"geometric measure theory" -- "calculus of variations"
"arabidopsis" -- "plant biology"
"molecular electronics" -- "quantum transport"
"oceanography" -- "marine science"
"aeroelasticity" -- "structural dynamics"
"computational neuroscience" -- "connectomics"
"physical layer security" -- "information theory"
"medicinal plants" -- "phytochemistry"
"prejudice" -- "social psychology"
"philosophy of education" -- "education policy"
"cross-cultural psychology" -- "social psychology"
"soil mechanics" -- "geotechnics"
"media studies" -- "journalism studies"
"design research" -- "design thinking"
"statistics" -- "probability"
"statistics" -- "data analysis"
"statistics" -- "design of experiments"
"macroecology" -- "community ecology"
"algebraic combinatorics" -- "enumerative combinatorics"
